paper_id	paper_type	title	authors	session_name	session_chair_name	session_chair_email	location
TVCG.2025.3564866	Full	 VIGMA: An Open-Access Framework for Visual Gait and Motion Analytics	Kazi Shahrukh Omar, Shuaijie Wang, Ridhuparan Kungumaraju, Tanvi Bhatt, Fabio Miranda	Can we have a (real) doctor, please?			Boston
TVCG.2025.3599458	Full	 VIVA: Virtual Healthcare Interactions Using Visual Analytics, With Controllability Through Configuration	Jürgen Bernard, Mara Solen, Helen Novak Lauscher, Kurtis Stewart, Kendall Ho, Tamara Munzner	Can we have a (real) doctor, please?			Boston
VIS 1611	Full	 Visualizing and Interpreting Temporal Care Team Dynamics for Cancer Survival Risk Analysis	Yuhua Huang, Hsiao-Ying Lu, Kwan-Liu Ma	Can we have a (real) doctor, please?			Boston
VIS 1772	Full	 Charting Public Health: A Taxonomic Study of Visualization Practices in the Public Health Field	Mia Hines, Alvitta Ottley	Can we have a (real) doctor, please?			Boston
VIS 1482	Full	 Emotional Engagement in Narrative Medical Visualization: An Electrodermal Activity and Eye-Tracking Study	Beatrice Budich, Laura Garrison, Marc Vaudel, Jone Trovik, Florian Heinrich, Bernhard Preim, Monique Meuschke	Can we have a (real) doctor, please?			Boston
VIS 1291	Full	 ManyFold: A Design Exploration of Data Visualization on Foldable Mobile Devices	Julian Baader, Ricardo Langner, Can Liu, Raimund Dachselt	This feels amazingly real!			Paris
VIS 1590	Full	 Vibes on Demand: Adding Vibrotactile Encoding to Line Charts Shows Experiential Benefits Without Performance Costs	Anchit Mishra, Oliver Schneider, Matthew Brehmer	This feels amazingly real!			Paris
VIS 1571	Full	 Touching or Chatting: The Utility of LLMs and Tactile Charts for Learning about Complex Chart Types by BLV Individuals	Tingying He, Maggie McCracken, Daniel Hajas, Sarah Creem-Regehr, Alexander Lex	This feels amazingly real!			Boston
VIS 1627	Full	 Conversational Tactile Data Interfaces: Co-Designing Accessible Data Experiences with Blind Users Using Refreshable Tactile Displays and Conversational AI	Samuel Reinders, Munazza Zaib, Bongshin Lee, Ingrid Zukerman, Matthew Butler, Thien Autran, Sascha Cowley, Francois Jacobs, Lizhen Qu, Kim Marriott	This feels amazingly real!			Pre-recorded talk
VIS 1461	Full	 HeedVision: Attention Awareness in Collaborative Immersive Analytics Environments	Arvind Srinivasan, Niklas Elmqvist	This feels amazingly real!			Boston
VIS 2104	Full	 LiverPlan: A Stage-Adaptive Immersive Visual Analytics Framework for Anatomical Liver Surgical Planning	Qixuan Liu, Shi Qiu, Xiwen Wu, Yuqi Tong, Yinqiao Wang, Ruiyang Li, Jialun Pei, Shengdong Zhao, Chi-Wing Fu, Pheng Ann Heng	This feels amazingly real!			Boston
VIS 1371	Full	 Charting the Immersive Self: A Scoping Review of Immersive Personal Visualisation	Thomas Davidson, Zihan Dai, Yalong Yang, Emily Wall, Keke Wu	This feels amazingly real!			Boston
VIS 1234	Full	 Visual Decoding Operators: Towards a Compositional Theory of Visualization Perception	Sheng Long, Remco Chang, eugene Wu, Alex Kale, Matthew Kay	Did you see that? Are you sure?			Boston
VIS 1171	Full	 Revisiting Channel Effectiveness: A Multi-Dimensional Evaluation with Primitive Visual Stimuli	Soohyun Lee, Seokhyeon Park, Minsuk Chang, Jinwook Seo	Did you see that? Are you sure?			Boston
TVCG.2025.3572408	Full	 What Draws Your Attention First? An Attention Prediction Model Based on Spatial Features in Virtual Reality	Matthew S. Castellana, Ping Hu, Doris Gutierrez, Arie E. Kaufman	Did you see that? Are you sure?			Boston
VIS 1417	Full	 Divided Attention Amplifies the Importance of Expectation-Aligned Visualization Design	Jiho Kim, Anna Chinni, Karen Schloss, Michael Gleicher	Did you see that? Are you sure?			Boston
TVCG.2025.3610803	Full	 Cognitive Affordance in Visualization: Related Constructs, Design Factors, and Framework	Racquel Fygenson, Lace Padilla, and Enrico Bertini	Did you see that? Are you sure?			Boston
TVCG.2026.3663050	Full	 Contextualization or Rationalization? The Effect of Causal Priors on Data Visualization Interpretation	Arran Zeyu Wang, David Borland, Estella Calcaterra, and David Gotz	Did you see that? Are you sure?			Boston
VIS 1419	Full	 Less Is More Reflective: Intervention Intensity and Metacognitive Disruption in Visual Analytics	Mengyu Chen, Yixin Bai, Zheyuan Lin, Emily Wall	Did you see that? Are you sure?			Boston
TVCG.2026.3700620	Full	 Data Visualization for Teenage Teaching: A Review of Current Applications, Pedagogical Strategies, and Impact on Learning	Xingyu Lan, Xian Xu, Yifan Wang	Kids these days don't learn anything anymore, let's fix that!			Boston
VIS 1429	Full	 What Do Visualization Instructors Want Students to Learn? Introducing a Concept Inventory for Visualization Design	Medina Lamkin, Heer Patel, Sayamindu Dasgupta, Leilani Battle	Kids these days don't learn anything anymore, let's fix that!			Boston
VIS 1763	Full	 Read, Critique, or Sketch? Investigating Alternative Visualization Literacy Assessment Modalities	Zach Cutler, Lily Ge, Matthew Kay, Lane Harrison, Andrew McNutt, Alexander Lex	Kids these days don't learn anything anymore, let's fix that!			Boston
VIS 1497	Full	 Baseline Exposure to Common Data Visualization Types Among the U.S. Adult Population	Kiegan Rice, Nola du Toit, Quentin Brummet, Heike Hofmann	Kids these days don't learn anything anymore, let's fix that!			Boston
VIS 1723	Full	 VizPilot: Automated Onboarding for SVG-based Composite Visualizations using Multimodal LLMs	Nishaanthini Gnanavel, Yong WANG	Kids these days don't learn anything anymore, let's fix that!			Boston
TVCG-2024-01-0003.R2	Full	 Understanding the Research-Practice Gap in Visualization Design Guidelines	Nam Wook Kim, Grace Myers, Jinhan Choi, Yoonsuh Cho, Changhoon Oh, Yea-Seul Kim	Kids these days don't learn anything anymore, let's fix that!			Boston
VIS 1565	Full	 Data Visualization Style Guides in Practice: Why They Emerge, How They Work, and When They Bend	Alvitta Ottley, Jon Schwabish	Kids these days don't learn anything anymore, let's fix that!			Boston
TVCG.2026.3672120	Full	 Gaussian Mixture Model-Based Splatting for Rapid Rendering and Time Series Analysis of Large-Scale Particle Data	Ruixiao Peng, Guan Li, Zhe Wang, Yu Dong, Tianchi Zhang, Xuyi Lu, Yifei Jia, Guihua Shan, Dong Tian	Let me through, I'm a scientist!			Boston
VIS 1424	Full	 A Generic Lagrangian-Hamiltonian Framework for Optimal Reference Frames in Unsteady Flow	Xingdi Zhang, Amani Ageeli, Thomas Theußl, Peter Rautek, Markus Hadwiger	Let me through, I'm a scientist!			Boston
VIS 1393	Full	 Rotation-Minimizing Space Deformations for the Analysis of Lagrangian Vortex Corelines	Julio Rey Ramirez, Xingdi Zhang, Markus Hadwiger, Peter Rautek	Let me through, I'm a scientist!			Boston
VIS 1830	Full	 FA-INR: Adaptive Implicit Neural Representations for Interpretable Exploration of Simulation Ensembles	Ziwei Li, Yuhan Duan, Tianyu Xiong, Yi-Tang Chen, Wei-Lun Chao, Han-Wei Shen	Let me through, I'm a scientist!			Boston
TVCG.2025.3587685	Full	 A Study of Data Augmentation for Learning-Driven Scientific Visualization	Jun Han, Hao Zheng, and Jun Tao	Let me through, I'm a scientist!			Boston
TVCG-2025-03-0212 	Full	 Trustworthy Deep Learning-Assisted Visualization and Analysis for Distribution-Based Ensemble Scientific Data Summarization	Han Huang, Zheng-Han Huang, Nathania Josephine, Guan Li, Ko-Chih Wang	Let me through, I'm a scientist!			Boston
TVCG.2026.3656934	Full	 A Few-Shot Learning Framework for Time-Varying Scientific Data Generation via Conditional Diffusion Model	Jun Han	Let me through, I'm a scientist!			Boston
VIS 2081	Full	 FeatureZ : A Generalized Framework for User-Defined Feature-Preserving Scientific Data Compression	Nathaniel Gorski, Xin Liang, Hanqi Guo, Bei Wang	That's way too big!			Boston
TVCG.2026.3684385	Full	 Preserving Discrete Morse‒Smale Complexes in Error-Bounded Lossy Compression	Yuxiao Li, Mingze Xia, Xin Liang, Bei Wang, and Hanqi Guo	That's way too big!			Boston
VIS 1111	Full	 ECoNGS: Efficient Compressive Neural Gaussian Splats for Volume Visualization	Kaiyuan Tang, Chaoli Wang	That's way too big!			Boston
VIS 1760	Full	 FZ-VIS: A Visual Analytics Framework for Quantities-of-Interest-Aware Scientific Lossy Compression	Guoxi Liu, Yuxiao Li, Congrong Ren, Robert Underwood, Xin Liang, Bei Wang, Sheng Di, Franck Cappello, Hanqi Guo	That's way too big!			Boston
VIS 1613	Full	 EXaCTz: Guaranteed Extremum Graph and Contour Tree Preservation for Distributed and GPU-Parallel Lossy Compression	Yuxiao Li, Mingze Xia, Xin Liang, Bei Wang, Hanqi Guo	That's way too big!			Boston
VIS 1062	Full	 EVOLVE: Efficient Learned Volume Compression with Variable-Rate Encoding on a Cross-Domain Database	Kaiyuan Tang, Maizhe Yang, Chaoli Wang	That's way too big!			Boston
TVCG.2026.3657210	Full	 Robust Barycenters of Persistence Diagrams	Keanu Sisouk, Eloi Tanguy, Julie Delon, Julien Tierny	That's way too big!			Boston
VIS 1813	Full	 What Makes a Gantt Chart? Reflections on Defining Chart Types Boundaries	Chang Han, Andrew McNutt, Katherine Isaacs	Time after time			Boston
TVCG.2025.3626128	Full	 Visual Stenography: Feature Recreation and Preservation in Sketches of Noisy Line Charts	Rifat Ara Proma, Michael Correll, Ghulam Jilani Quadri, Paul Rosen	Time after time			Boston
TVCG.2025.3644956	Full	 SigTime: Learning and Visually Explaining Time Series Signatures	Yu-Chia Huang, Juntong Chen, Dongyu Liu, Kwan-Liu Ma	Time after time			Boston
TVCG.2026.3676810	Full	 Detecting Stable Cross-Impact Patterns in Bivariate Time Series	Gennady Andrienko, Natalia Andrienko, Maram Akila, Bahavathy Kathirgamanathan, and Miguel Ponce-de-Leon	Time after time			Boston
VIS 1043	Full	 EnsembleNGP: Exploring Time-Varying Ensemble Data via Parameter and Spatial Space Decomposition	Jun Han	Time after time			Boston
TVCG-2026-01-0116.R1	Full	 Spatio-Temporal Kernel Density Estimation for Streaming Time-Varying Data	Aritra Bhowmick, Yi-Jen Chiang, and Christopher Musco	Time after time			Boston
VIS 1640	Full	 From Scalars to Time Series: Rethinking Implicit Neural Representations for Time-Varying Volumetric Data	Weihan Zhang, Xuan Zhao, Yenwen Peng, Yuqi Chen, Jun Tao	Time after time			Paris
